,possessionTeam,defensiveTeam,yardlineSide,passResult,offenseFormation,personnelO,personnelD,dropBackType,pff_passCoverage,pff_passCoverageType
5994,CIN,DET,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",TRADITIONAL,Cover-1,Man
5995,CIN,DET,DET,R,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",SCRAMBLE,Cover-6,Zone
5996,CIN,DET,DET,I,SHOTGUN,"1 RB, 2 TE, 2 WR","1 DL, 4 LB, 6 DB",SCRAMBLE,Cover-2,Zone
5997,CIN,DET,CIN,R,PISTOL,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",SCRAMBLE,Cover-2,Zone
5998,CIN,DET,DET,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
5999,CIN,DET,DET,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Cover-1,Man
6000,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6001,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6002,CIN,DET,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6003,CIN,DET,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6004,CIN,DET,DET,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
6005,CIN,DET,DET,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",TRADITIONAL,Cover-1,Man
6006,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6007,DET,CIN,CIN,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6008,DET,CIN,CIN,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",TRADITIONAL,Cover-1,Man
6009,CIN,DET,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6010,CIN,DET,CIN,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6011,CIN,DET,DET,S,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-0,Man
6012,CIN,DET,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6013,CIN,DET,DET,C,JUMBO,"1 RB, 3 TE, 1 WR","4 DL, 4 LB, 3 DB",TRADITIONAL,Cover-0,Man
6014,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6015,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6016,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6017,DET,CIN,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,2-Man,Man
6018,DET,CIN,CIN,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6019,DET,CIN,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6020,DET,CIN,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6021,DET,CIN,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6022,DET,CIN,CIN,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-1,Man
6023,CIN,DET,DET,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",UNKNOWN,Cover-1,Man
6024,CIN,DET,DET,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",UNKNOWN,Bracket,Other
6025,CIN,DET,DET,C,JUMBO,"6 OL, 1 RB, 2 TE, 1 WR","4 DL, 4 LB, 3 DB",DESIGNED_ROLLOUT_LEFT,Red Zone,Other
6026,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6027,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6028,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6029,DET,CIN,DET,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6030,DET,CIN,CIN,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6031,DET,CIN,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6032,DET,CIN,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6033,DET,CIN,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6034,DET,CIN,CIN,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6035,DET,CIN,CIN,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6036,DET,CIN,CIN,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6037,DET,CIN,CIN,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",UNKNOWN,Red Zone,Other
6038,HOU,IND,HOU,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
6039,IND,HOU,IND,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6040,IND,HOU,IND,S,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",SCRAMBLE,Cover-3,Zone
6041,IND,HOU,IND,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6042,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6043,HOU,IND,HOU,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-3,Zone
6044,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-2,Zone
6045,HOU,IND,IND,C,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6046,HOU,IND,IND,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6047,IND,HOU,IND,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6048,IND,HOU,IND,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6049,IND,HOU,IND,C,SINGLEBACK,"1 RB, 0 TE, 4 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6050,HOU,IND,IND,I,I_FORM,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6051,IND,HOU,IND,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6052,IND,HOU,HOU,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-1,Man
6053,IND,HOU,HOU,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-3,Zone
6054,HOU,IND,HOU,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6055,HOU,IND,HOU,C,I_FORM,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,Cover-2,Zone
6056,HOU,IND,IND,C,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6057,HOU,IND,IND,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",TRADITIONAL,Cover-1,Man
6058,HOU,IND,IND,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6059,HOU,IND,IND,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6060,HOU,IND,IND,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6061,IND,HOU,IND,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6062,IND,HOU,IND,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6063,IND,HOU,HOU,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6064,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6065,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
6066,HOU,IND,HOU,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",UNKNOWN,Quarters,Zone
6067,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,2-Man,Man
6068,HOU,IND,HOU,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6069,HOU,IND,HOU,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6070,IND,HOU,IND,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-2,Zone
6071,IND,HOU,IND,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-2,Zone
6072,HOU,IND,HOU,IN,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6073,IND,HOU,HOU,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6074,HOU,IND,HOU,I,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,Cover-2,Zone
6075,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",SCRAMBLE,Cover-6,Zone
6076,HOU,IND,HOU,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6077,HOU,IND,HOU,C,I_FORM,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6078,HOU,IND,HOU,R,I_FORM,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",DESIGNED_RUN,Quarters,Zone
6079,HOU,IND,IND,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6080,HOU,IND,IND,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-1,Man
6081,HOU,IND,IND,I,I_FORM,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6082,HOU,IND,IND,I,SHOTGUN,"2 RB, 0 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,2-Man,Man
6083,HOU,IND,IND,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
6084,IND,HOU,IND,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6085,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6086,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6087,HOU,IND,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,2-Man,Man
6088,HOU,IND,UNK,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,Cover-6,Zone
6089,IND,HOU,HOU,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6090,HOU,IND,HOU,C,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6091,HOU,IND,IND,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6092,HOU,IND,IND,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Quarters,Zone
6093,HOU,IND,IND,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6094,NYG,LA,NYG,S,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6095,NYG,LA,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6096,NYG,LA,NYG,C,EMPTY,"0 RB, 1 TE, 4 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,Quarters,Zone
6097,NYG,LA,LA,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6098,NYG,LA,LA,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Red Zone,Other
6099,LA,NYG,LA,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,Cover-2,Zone
6100,LA,NYG,LA,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
6101,LA,NYG,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6102,LA,NYG,NYG,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6103,LA,NYG,NYG,S,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
6104,NYG,LA,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6105,NYG,LA,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
6106,NYG,LA,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-6,Zone
6107,NYG,LA,NYG,R,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 3 LB, 6 DB",SCRAMBLE,Cover-1,Man
6108,NYG,LA,NYG,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,Cover-6,Zone
6109,NYG,LA,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6110,NYG,LA,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6111,LA,NYG,NYG,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Quarters,Zone
6112,LA,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-2,Zone
6113,LA,NYG,NYG,S,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6114,NYG,LA,NYG,C,EMPTY,"0 RB, 1 TE, 4 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6115,LA,NYG,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-1,Man
6116,LA,NYG,NYG,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,Cover-3,Zone
6117,LA,NYG,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
6118,NYG,LA,NYG,I,EMPTY,"0 RB, 1 TE, 4 WR","4 DL, 2 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6119,LA,NYG,NYG,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",SCRAMBLE_ROLLOUT_LEFT,Red Zone,Other
6120,LA,NYG,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Bracket,Other
6121,LA,NYG,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Red Zone,Other
6122,NYG,LA,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6123,NYG,LA,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-6,Zone
6124,LA,NYG,LA,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6125,LA,NYG,LA,R,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",SCRAMBLE,Quarters,Zone
6126,NYG,LA,NYG,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6127,LA,NYG,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Red Zone,Other
6128,LA,NYG,NYG,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-1,Man
6129,NYG,LA,NYG,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,Cover-6,Zone
6130,NYG,LA,NYG,I,EMPTY,"0 RB, 1 TE, 4 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6131,NYG,LA,NYG,C,EMPTY,"0 RB, 1 TE, 4 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
6132,NYG,LA,NYG,I,EMPTY,"0 RB, 1 TE, 4 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6133,LA,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6134,LA,NYG,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6135,LA,NYG,NYG,C,EMPTY,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",TRADITIONAL,Cover-1,Man
6136,NYG,LA,NYG,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-6,Zone
6137,LA,NYG,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",TRADITIONAL,Quarters,Zone
6138,LA,NYG,LA,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",TRADITIONAL,Quarters,Zone
6139,LA,NYG,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6140,LA,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6141,NYG,LA,NYG,C,EMPTY,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Quarters,Zone
6142,NYG,LA,NYG,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6143,NYG,LA,NYG,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6144,NYG,LA,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-1,Man
6145,NYG,LA,LA,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6146,LA,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Quarters,Zone
6147,LA,NYG,NYG,R,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,Quarters,Zone
6148,LA,NYG,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Red Zone,Other
6149,NYG,LA,NYG,I,EMPTY,"0 RB, 2 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6150,NYG,LA,NYG,S,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 3 LB, 6 DB",TRADITIONAL,Cover-3,Zone
6151,NYG,LA,NYG,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",SCRAMBLE,Cover-6,Zone
6152,LA,NYG,LA,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
6153,LA,NYG,LA,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 4 LB, 4 DB",TRADITIONAL,Cover-3,Zone
6154,NYG,LA,LA,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6155,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6156,NYG,LA,LA,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6157,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6158,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
6159,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Quarters,Zone
6160,NYG,LA,LA,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6161,NYG,LA,LA,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6162,NYG,LA,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6163,NYG,LA,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Quarters,Zone
6164,NYG,LA,NYG,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Quarters,Zone
6165,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-6,Zone
6166,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6167,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6168,NYG,LA,LA,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Quarters,Zone
6169,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-3,Zone
6170,NYG,LA,LA,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",SCRAMBLE,Cover-1,Man
6171,NYG,LA,LA,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",TRADITIONAL,Cover-1,Man
